case_id,source_file,processed_ts,dr_no,date_of_occurrence,aircraft,trade,system,main_assembly,nomenclature,mod_status,part_no,serial_no,date_of_installation,date_of_removal,manufacturer,manufacture_date,warranty,amc_repair_contract,life_hours,life_cycles,defect_category,defect_observed,root_cause,findings,corrective_action,preventive_action,remarks_investigation,remarks_design,remarks_quality,remarks_user,remarks_ordaqa,remarks_cemilac,date_component_received,approval_design_name,approval_design_date,approval_quality_name,approval_quality_date,approval_user_name,approval_user_date,approval_ordaqa_name,approval_ordaqa_date,approval_cemilac_name,approval_cemilac_date,root_cause_clean,root_cause_cluster,defect_len,risk_label,risk_score,risk_level
DR_2022_0137,FORM44_Synthetic_137.pdf,2025-12-12T16:54:49.668503,DR/2022/0137,18/02/2024,Titan Heavy - AC-2205-391 at Sector South Station,Armament,Targeting System,Station-4 Starboard,Targeting System Assembly Unit,MOD-D,AR-4233-K4,SN-9299-892,22/08/2023,25/02/2024,Meridian Aviation Industries,August 2015,Yes,Yes,4563,1908,Minor,Weapon station electrical short. Issue identified during pre-flight checks.,Wear beyond serviceable limits due to extended operational hours,Detailed investigation conducted on the defective Targeting System component. Inspection revealed damage to critical components.,Repair damaged area using approved repair scheme,Modify design to incorporate additional safety margin,Detailed examination conducted. Corrective measures implemented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 20/03/2024 Authorized Signatory of Design: Air Cmde R.K. Joshi,Dept. Manufacturing quality documentation reviewed. No deviations noted. Concur with investigation findings. Date: 21/03/2024 Signature: Sqn Ldr V.K. Patel,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 24/03/2024 Signature: Dr. A.K. Sharma,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 26/03/2024 Signature: Sqn Ldr A.R. Desai,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 29/03/2024 Signature: Eng. R.P. Singh,28/02/2024,Air Cmde R.K. Joshi,2024-03-20,Sqn Ldr V.K. Patel,2024-03-21,Dr. A.K. Sharma,2024-03-24,Sqn Ldr A.R. Desai,2024-03-26,Eng. R.P. Singh,2024-03-29,Wear beyond serviceable limits due to extended operational hours,5,75,0,0.3316228089136915,Low
DR_2022_0138,FORM44_Synthetic_138.pdf,2025-12-12T16:54:49.822303,DR/2022/0138,10/07/2024,Sparrow Light - AC-7851-444 at Training Center Beta,Structural,Fuselage Assembly,Rack-Beta,Fuselage Assembly Assembly Unit,Standard,ST-3272-V4,SN-8767-390,15/12/2020,12/07/2024,Pinnacle Aerospace,November 2020,No,No,1946,1413,Critical,Fuselage skin crack propagation. Defect found during scheduled maintenance.,Software algorithm error in control logic implementation,Detailed investigation conducted on the defective Fuselage Assembly component. Testing confirmed performance below acceptable limits.,Conduct detailed inspection of all similar components in fleet,Conduct fleet-wide inspection campaign,Complete defect analysis performed. Lessons learned documented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 28/07/2024 Authorized Signatory of Design: Wg Cdr D.S. Nair,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 31/07/2024 Signature: Wg Cdr B.P. Gupta,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 30/07/2024 Signature: Dr. S.M. Kulkarni,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 04/08/2024 Signature: Air Cmde S.B. Rao,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 07/08/2024 Signature: Gp Capt N.R. Kumar",14/07/2024,Wg Cdr D.S. Nair,2024-07-28,Wg Cdr B.P. Gupta,2024-07-31,Dr. S.M. Kulkarni,2024-07-30,Air Cmde S.B. Rao,2024-08-04,Gp Capt N.R. Kumar,2024-08-07,Software algorithm error in control logic implementation,0,75,1,0.40822062477284865,Medium
DR_2022_0139,FORM44_Synthetic_139.pdf,2025-12-12T16:54:49.914734,DR/2022/0139,18/06/2023,Wasp Interceptor - AC-6733-744 at Forward Operating Base-1,Electrical,Generator Control,Wing Root Port,Generator Control Assembly Unit,Standard,EL-2309-Z9,SN-5305-755,06/06/2023,24/06/2023,Stellar Avionics Ltd,June 2017,No,No,1534,1501,Safety Critical,Wiring harness insulation breakdown. Abnormality observed during system test.,Improper calibration during last maintenance cycle,Detailed investigation conducted on the defective Generator Control component. Testing confirmed performance below acceptable limits.,Clean and re-lubricate affected assemblies per technical manual,Implement quality control check at manufacturing stage,Detailed examination conducted. Corrective measures implemented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 04/07/2023 Authorized Signatory of Design: Eng. K.N. Iyer,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 07/07/2023 Signature: Dr. A.K. Sharma,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 08/07/2023 Signature: Eng. R.P. Singh,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 08/07/2023 Signature: Sqn Ldr A.R. Desai",/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 13/07/2023 Signature: Dr. P.L. Mehta,27/06/2023,Eng. K.N. Iyer,2023-07-04,Dr. A.K. Sharma,2023-07-07,Eng. R.P. Singh,2023-07-08,Sqn Ldr A.R. Desai,2023-07-08,Dr. P.L. Mehta,2023-07-13,Improper calibration during last maintenance cycle,1,77,0,0.4651795053950006,Medium
DR_2022_0152,FORM44_Synthetic_152.pdf,2025-12-12T16:54:51.382638,DR/2022/0152,02/12/2023,Albatross Transport - AC-5254-423 at Forward Operating Base-1,Avionics,Electronic Warfare,Bay-2,Electronic Warfare Assembly Unit,Modified,AV-9056-Y9,SN-9954-899,01/11/2020,05/12/2023,Skyward Defense Systems,October 2019,Yes,No,4864,1291,Safety Critical,Electronic warfare system false alerts. Defect found during scheduled maintenance.,Age-related degradation of elastomeric components,Detailed investigation conducted on the defective Electronic Warfare component. Physical examination revealed signs of wear and degradation.,Conduct non-destructive testing to verify structural integrity,Issue technical bulletin to all operators,Investigation completed as per established procedures. All findings documented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 19/12/2023 Authorized Signatory of Design: Eng. R.P. Singh,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 20/12/2023 Signature: Gp Capt V.S. Pillai,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 21/12/2023 Signature: Air Cmde S.B. Rao,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 25/12/2023 Signature: Air Cmde S.B. Rao,/ RCMA (Design Aspects) Design authority review completed. Recommend continued airworthiness monitoring of affected component type. Date: 25/12/2023 Signature: Wg Cdr M.S. Reddy,08/12/2023,Eng. R.P. Singh,2023-12-19,Gp Capt V.S. Pillai,2023-12-20,Air Cmde S.B. Rao,2023-12-21,Air Cmde S.B. Rao,2023-12-25,Wg Cdr M.S. Reddy,2023-12-25,Age-related degradation of elastomeric components,2,82,0,0.38631330639966904,Low
DR_2022_0157,FORM44_Synthetic_157.pdf,2025-12-12T16:54:51.937997,DR/2022/0157,14/04/2024,Heron Surveillance - AC-6791-275 at Sector North Station,Structural,Tail Assembly,Bay-1,Tail Assembly Assembly Unit,MOD-D,ST-4820-P3,SN-8988-993,03/10/2021,16/04/2024,Summit Defense Solutions,October 2015,Yes,Yes,1640,1433,Mission Critical,Paint coating disbondment. Abnormality observed during system test.,Environmental exposure causing accelerated degradation of protective coatings,Detailed investigation conducted on the defective Tail Assembly component. Functional testing confirmed the reported anomaly.,Adjust calibration settings to manufacturer specifications,Modify design to incorporate additional safety margin,Comprehensive analysis performed. Root cause identified and verified.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 13/05/2024 Authorized Signatory of Design: Air Cmde R.K. Joshi,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 16/05/2024 Signature: Eng. K.N. Iyer,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 18/05/2024 Signature: Gp Capt N.R. Kumar,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 17/05/2024 Signature: Eng. T.R. Menon","/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 22/05/2024 Signature: Wg Cdr D.S. Nair",17/04/2024,Air Cmde R.K. Joshi,2024-05-13,Eng. K.N. Iyer,2024-05-16,Gp Capt N.R. Kumar,2024-05-18,Eng. T.R. Menon,2024-05-17,Wg Cdr D.S. Nair,2024-05-22,Environmental exposure causing accelerated degradation of protective coatings,2,67,1,0.2928224642003459,Low
DR_2022_0161,FORM44_Synthetic_161.pdf,2025-12-12T16:54:52.413926,DR/2022/0161,06/07/2024,Pegasus Swift - AC-2356-502 at Sector North Station,Pneumatic,Air Conditioning,Station-4 Starboard,Air Conditioning Assembly Unit,Modified,PN-5448-H5,SN-4600-309,31/01/2020,13/07/2024,Gamma Defense Manufacturing,December 2015,Yes,No,3124,449,Major,Pneumatic starter motor overheat. Malfunction reported by flight crew.,Wear beyond serviceable limits due to extended operational hours,Detailed investigation conducted on the defective Air Conditioning component. Functional testing confirmed the reported anomaly.,Conduct non-destructive testing to verify structural integrity,Update technical documentation with lessons learned,Investigation completed as per established procedures. All findings documented.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 24/07/2024 Authorized Signatory of Design: Eng. T.R. Menon,Dept. Manufacturing quality documentation reviewed. No deviations noted. Concur with investigation findings. Date: 25/07/2024 Signature: Sqn Ldr V.K. Patel,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 26/07/2024 Signature: Eng. K.N. Iyer,(Quality Aspects) Regulatory quality requirements verified. Proposed actions meet airworthiness standards. Recommend approval. Date: 28/07/2024 Signature: Gp Capt V.S. Pillai,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 29/07/2024 Signature: Gp Capt V.S. Pillai,14/07/2024,Eng. T.R. Menon,2024-07-24,Sqn Ldr V.K. Patel,2024-07-25,Eng. K.N. Iyer,2024-07-26,Gp Capt V.S. Pillai,2024-07-28,Gp Capt V.S. Pillai,2024-07-29,Wear beyond serviceable limits due to extended operational hours,5,70,0,0.20657762781411065,Low
DR_2022_0163,FORM44_Synthetic_163.pdf,2025-12-12T16:54:52.649405,DR/2022/0163,23/03/2023,Raptor Elite - AC-9455-528 at Zone-1 Facility,Propulsion,Engine Control,Wing Root Starboard,Engine Control Assembly Unit,MOD-A,PR-1872-R1,SN-8629-402,18/04/2020,30/03/2023,Pinnacle Aerospace,July 2019,Yes,Yes,2238,206,Mission Critical,Oil consumption rate increase. Abnormality observed during system test.,Wear beyond serviceable limits due to extended operational hours,Detailed investigation conducted on the defective Engine Control component. Functional testing confirmed the reported anomaly.,Repair damaged area using approved repair scheme,Issue technical bulletin to all operators,Thorough investigation completed. Preventive actions recommended.,Technical evaluation completed. Proposed preventive measures are appropriate and align with design intent. Date: 26/04/2023 Authorized Signatory of Design: Air Cmde S.B. Rao,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 27/04/2023 Signature: Wg Cdr D.S. Nair,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 30/04/2023 Signature: Sqn Ldr V.K. Patel,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 02/05/2023 Signature: Dr. P.L. Mehta",/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 01/05/2023 Signature: Gp Capt N.R. Kumar,02/04/2023,Air Cmde S.B. Rao,2023-04-26,Wg Cdr D.S. Nair,2023-04-27,Sqn Ldr V.K. Patel,2023-04-30,Dr. P.L. Mehta,2023-05-02,Gp Capt N.R. Kumar,2023-05-01,Wear beyond serviceable limits due to extended operational hours,5,71,1,0.3111671207185094,Low
DR_2022_0169,FORM44_Synthetic_169.pdf,2025-12-12T16:54:53.331231,DR/2022/0169,28/04/2023,Hercules Transport - AC-3200-796 at Central Command Hub,Avionics,Radar System,Pylon-D,Radar System Assembly Unit,Modified,AV-2705-Z1,SN-7565-548,13/01/2021,30/04/2023,Nexus Avionics Manufacturing,April 2018,No,Yes,1744,1571,Mission Critical,Autopilot disengagement without warning. Anomaly detected during routine inspection.,Age-related degradation of elastomeric components,Detailed investigation conducted on the defective Radar System component. Inspection revealed damage to critical components.,Revise maintenance procedure to include additional verification steps,Modify design to incorporate additional safety margin,Comprehensive analysis performed. Root cause identified and verified.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 18/05/2023 Authorized Signatory of Design: Wg Cdr B.P. Gupta,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 19/05/2023 Signature: Sqn Ldr H.S. Bhatia,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 19/05/2023 Signature: Wg Cdr B.P. Gupta,(Quality Aspects) Regulatory quality requirements verified. Proposed actions meet airworthiness standards. Recommend approval. Date: 24/05/2023 Signature: Wg Cdr B.P. Gupta,/ RCMA (Design Aspects) Certification review completed. Proposed modifications do not affect type design approval. Acceptable. Date: 28/05/2023 Signature: Eng. K.N. Iyer,03/05/2023,Wg Cdr B.P. Gupta,2023-05-18,Sqn Ldr H.S. Bhatia,2023-05-19,Wg Cdr B.P. Gupta,2023-05-19,Wg Cdr B.P. Gupta,2023-05-24,Eng. K.N. Iyer,2023-05-28,Age-related degradation of elastomeric components,2,84,1,0.4186092752800784,Medium
DR_2022_0171,FORM44_Synthetic_171.pdf,2025-12-12T16:54:53.529614,DR/2022/0171,18/04/2023,Eagle Vision-9 - AC-4293-595 at Sector West Station,Propulsion,Compressor Section,Bay-1,Compressor Section Assembly Unit,Standard,PR-9216-O1,SN-4310-322,20/04/2021,21/04/2023,Meridian Aviation Industries,July 2015,Yes,Yes,4371,202,Major,Oil consumption rate increase. Defect found during scheduled maintenance.,Age-related degradation of elastomeric components,Detailed investigation conducted on the defective Compressor Section component. Analysis of operational data indicated parameter deviation.,Clean and re-lubricate affected assemblies per technical manual,Issue technical bulletin to all operators,Thorough investigation completed. Preventive actions recommended.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 02/05/2023 Authorized Signatory of Design: Sqn Ldr V.K. Patel,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 03/05/2023 Signature: Sqn Ldr V.K. Patel,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 06/05/2023 Signature: Gp Capt N.R. Kumar,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 06/05/2023 Signature: Sqn Ldr H.S. Bhatia,/ RCMA (Design Aspects) Certification review completed. Proposed modifications do not affect type design approval. Acceptable. Date: 12/05/2023 Signature: Sqn Ldr H.S. Bhatia,23/04/2023,Sqn Ldr V.K. Patel,2023-05-02,Sqn Ldr V.K. Patel,2023-05-03,Gp Capt N.R. Kumar,2023-05-06,Sqn Ldr H.S. Bhatia,2023-05-06,Sqn Ldr H.S. Bhatia,2023-05-12,Age-related degradation of elastomeric components,2,73,0,0.3661650552271515,Low
DR_2022_0173,FORM44_Synthetic_173.pdf,2025-12-12T16:54:53.767749,DR/2022/0173,11/04/2024,Sentinel-15 - AC-1906-219 at Regional Depot-C,Hydraulic,Flight Control Hydraulics,Nose Section,Flight Control Hydraulics Assembly,Modified,HY-5136-A4,SN-8906-424,02/06/2023,18/04/2024,Guardian Defense Industries,September 2020,No,Yes,4047,1614,Mission Critical,Pressure accumulator pre-charge loss. Abnormality observed during system test.,Electromagnetic interference affecting sensor accuracy,Detailed investigation conducted on the defective Flight Control Hydraulics component. Inspection revealed damage to critical components.,Conduct non-destructive testing to verify structural integrity,Issue technical bulletin to all operators,Complete defect analysis performed. Lessons learned documented.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 30/04/2024 Authorized Signatory of Design: Eng. R.P. Singh,Dept. Manufacturing quality documentation reviewed. No deviations noted. Concur with investigation findings. Date: 01/05/2024 Signature: Sqn Ldr H.S. Bhatia,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 03/05/2024 Signature: Air Cmde S.B. Rao,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 06/05/2024 Signature: Dr. P.L. Mehta,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 07/05/2024 Signature: Dr. S.M. Kulkarni,21/04/2024,Eng. R.P. Singh,2024-04-30,Sqn Ldr H.S. Bhatia,2024-05-01,Air Cmde S.B. Rao,2024-05-03,Dr. P.L. Mehta,2024-05-06,Dr. S.M. Kulkarni,2024-05-07,Electromagnetic interference affecting sensor accuracy,0,78,1,0.49770243711190415,Medium
DR_2022_0174,FORM44_Synthetic_174.pdf,2025-12-12T16:54:53.863095,DR/2022/0174,01/03/2023,Cobra Advanced - AC-4063-272 at Sector North Station,Hydraulic,Flight Control Hydraulics,Station-1 Port,Flight Control Hydraulics Assembly,Standard,HY-2290-B9,SN-9166-176,02/02/2022,07/03/2023,Precision Avionics Corp,July 2016,Yes,No,1161,1384,Critical,Pump cavitation noise observed. Defect found during scheduled maintenance.,Manufacturing defect in material composition leading to premature failure,Detailed investigation conducted on the defective Flight Control Hydraulics component. Analysis of operational data indicated parameter deviation.,Conduct non-destructive testing to verify structural integrity,Implement condition-based monitoring system,Complete defect analysis performed. Lessons learned documented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 05/04/2023 Authorized Signatory of Design: Dr. P.L. Mehta,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 07/04/2023 Signature: Dr. A.K. Sharma,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 07/04/2023 Signature: Sqn Ldr V.K. Patel,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 09/04/2023 Signature: Air Cmde S.B. Rao,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 12/04/2023 Signature: Wg Cdr D.S. Nair",09/03/2023,Dr. P.L. Mehta,2023-04-05,Dr. A.K. Sharma,2023-04-07,Sqn Ldr V.K. Patel,2023-04-07,Air Cmde S.B. Rao,2023-04-09,Wg Cdr D.S. Nair,2023-04-12,Manufacturing defect in material composition leading to premature failure,4,74,1,0.40531519180221365,Medium
DR_2022_0177,FORM44_Synthetic_177.pdf,2025-12-12T16:54:54.191665,DR/2022/0177,14/07/2024,Atlas Cargo - AC-1821-642 at Zone-3 Facility,Structural,Tail Assembly,Rack-Beta,Tail Assembly Assembly Unit,Modified,ST-1289-Q3,SN-1737-144,20/08/2022,15/07/2024,Zenith Defense Tech,December 2019,No,No,3385,1558,Mission Critical,Canopy seal deterioration. Abnormality observed during system test.,Corrosion due to moisture accumulation in sealed compartment,Detailed investigation conducted on the defective Tail Assembly component. Inspection revealed damage to critical components.,Conduct non-destructive testing to verify structural integrity,Update technical documentation with lessons learned,Thorough investigation completed. Preventive actions recommended.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 12/08/2024 Authorized Signatory of Design: Gp Capt V.S. Pillai,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 15/08/2024 Signature: Air Cmde R.K. Joshi,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 13/08/2024 Signature: Gp Capt N.R. Kumar,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 17/08/2024 Signature: Sqn Ldr A.R. Desai,/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 20/08/2024 Signature: Eng. R.P. Singh,16/07/2024,Gp Capt V.S. Pillai,2024-08-12,Air Cmde R.K. Joshi,2024-08-15,Gp Capt N.R. Kumar,2024-08-13,Sqn Ldr A.R. Desai,2024-08-17,Eng. R.P. Singh,2024-08-20,Corrosion due to moisture accumulation in sealed compartment,0,67,1,0.32601394977580644,Low
DR_2022_0178,FORM44_Synthetic_178.pdf,2025-12-12T16:54:54.293691,DR/2022/0178,14/09/2024,Dragonfly Scout - AC-4507-809 at Forward Operating Base-1,Armament,Ammunition Feed,Station-3 Port,Ammunition Feed Assembly Unit,MOD-A,AR-5945-V4,SN-7581-368,16/11/2021,18/09/2024,AeroTech Industries Ltd,October 2016,Yes,Yes,4464,757,Minor,Laser designator power fluctuation. Issue identified during pre-flight checks.,Component fatigue due to operational stress cycles exceeding design limits,Detailed investigation conducted on the defective Ammunition Feed component. Analysis of operational data indicated parameter deviation.,Conduct non-destructive testing to verify structural integrity,Enhance operator training on proper usage procedures,Complete defect analysis performed. Lessons learned documented.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 20/10/2024 Authorized Signatory of Design: Wg Cdr M.S. Reddy,Dept. Quality assurance review completed. Recommend enhanced incoming inspection criteria for this component type. Date: 23/10/2024 Signature: Eng. R.P. Singh,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 25/10/2024 Signature: Eng. T.R. Menon,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 25/10/2024 Signature: Sqn Ldr A.R. Desai",/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 28/10/2024 Signature: Eng. R.P. Singh,20/09/2024,Wg Cdr M.S. Reddy,2024-10-20,Eng. R.P. Singh,2024-10-23,Eng. T.R. Menon,2024-10-25,Sqn Ldr A.R. Desai,2024-10-25,Eng. R.P. Singh,2024-10-28,Component fatigue due to operational stress cycles exceeding design limits,5,78,0,0.2161685999699372,Low
DR_2022_0185,FORM44_Synthetic_185.pdf,2025-12-12T16:54:55.321175,DR/2022/0185,02/03/2024,Raptor Elite - AC-4991-103 at Forward Operating Base-3,Mechanical,Fuel System,Wing Root Starboard,Fuel System Assembly Unit,MOD-A,MC-3408-C6,SN-6599-978,15/01/2020,05/03/2024,Pinnacle Aerospace,May 2020,No,Yes,1602,1148,Minor,Door latch mechanism failure to engage. Issue identified during pre-flight checks.,Vibration induced loosening of mechanical fasteners,Detailed investigation conducted on the defective Fuel System component. Inspection revealed damage to critical components.,Replace entire assembly due to extent of damage,Conduct fleet-wide inspection campaign,Complete defect analysis performed. Lessons learned documented.,Technical evaluation completed. Proposed preventive measures are appropriate and align with design intent. Date: 03/04/2024 Authorized Signatory of Design: Eng. R.P. Singh,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 04/04/2024 Signature: Wg Cdr D.S. Nair,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 08/04/2024 Signature: Air Cmde S.B. Rao,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 10/04/2024 Signature: Wg Cdr M.S. Reddy,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 12/04/2024 Signature: Wg Cdr B.P. Gupta",06/03/2024,Eng. R.P. Singh,2024-04-03,Wg Cdr D.S. Nair,2024-04-04,Air Cmde S.B. Rao,2024-04-08,Wg Cdr M.S. Reddy,2024-04-10,Wg Cdr B.P. Gupta,2024-04-12,Vibration induced loosening of mechanical fasteners,3,82,0,0.39709648841731676,Low
DR_2022_0195,FORM44_Synthetic_195.pdf,2025-12-12T16:54:56.972201,DR/2022/0195,17/04/2024,Chimera Multi - AC-3659-904 at Zone-1 Facility,Propulsion,Engine Control,Station-1 Port,Engine Control Assembly Unit,MOD-D,PR-8977-I6,SN-2270-175,17/12/2022,23/04/2024,Nova Aerospace Corp,December 2019,Yes,No,2066,1241,Major,Oil consumption rate increase. Issue identified during pre-flight checks.,Improper calibration during last maintenance cycle,Detailed investigation conducted on the defective Engine Control component. Testing confirmed performance below acceptable limits.,Clean and re-lubricate affected assemblies per technical manual,Establish periodic calibration schedule,Comprehensive analysis performed. Root cause identified and verified.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 09/05/2024 Authorized Signatory of Design: Dr. P.L. Mehta,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 11/05/2024 Signature: Sqn Ldr H.S. Bhatia,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 14/05/2024 Signature: Dr. S.M. Kulkarni,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 13/05/2024 Signature: Sqn Ldr H.S. Bhatia,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 19/05/2024 Signature: Dr. P.L. Mehta",25/04/2024,Dr. P.L. Mehta,2024-05-09,Sqn Ldr H.S. Bhatia,2024-05-11,Dr. S.M. Kulkarni,2024-05-14,Sqn Ldr H.S. Bhatia,2024-05-13,Dr. P.L. Mehta,2024-05-19,Improper calibration during last maintenance cycle,1,73,0,0.4336577946698953,Medium
DR_2022_0201,FORM44_Synthetic_201.pdf,2025-12-12T16:54:57.772563,DR/2022/0201,08/03/2024,Warhawk Combat - AC-9345-597 at Training Center Alpha,Structural,Tail Assembly,Nose Section,Tail Assembly Assembly Unit,Standard,ST-7177-C6,SN-1742-755,27/04/2023,10/03/2024,Quantum Flight Systems,November 2019,Yes,No,1026,556,Safety Critical,Structural fatigue crack at stress point. Malfunction reported by flight crew.,Design limitation in component load capacity under extreme conditions,Detailed investigation conducted on the defective Tail Assembly component. Physical examination revealed signs of wear and degradation.,Replace entire assembly due to extent of damage,Enhance operator training on proper usage procedures,Detailed examination conducted. Corrective measures implemented.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 24/03/2024 Authorized Signatory of Design: Air Cmde R.K. Joshi,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 27/03/2024 Signature: Dr. P.L. Mehta,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 28/03/2024 Signature: Air Cmde S.B. Rao,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 30/03/2024 Signature: Air Cmde S.B. Rao,/ RCMA (Design Aspects) Certification review completed. Proposed modifications do not affect type design approval. Acceptable. Date: 30/03/2024 Signature: Dr. P.L. Mehta,12/03/2024,Air Cmde R.K. Joshi,2024-03-24,Dr. P.L. Mehta,2024-03-27,Air Cmde S.B. Rao,2024-03-28,Air Cmde S.B. Rao,2024-03-30,Dr. P.L. Mehta,2024-03-30,Design limitation in component load capacity under extreme conditions,5,78,0,0.24180162656187992,Low
